Repository,Title,Call No.,Language(s),Origin,Date,CompuDate,Place,Illustrated,Illuminated,Subject,Genre,Front Cover,Navigation,Data,Record,Summary
University of Pennsylvania Rare Book & Manuscript Library,Yiddish translation of De humani corporis fabrica librorum epitome,LJS 485,Yiddish;Latin,"Written in Germany, perhaps in the Hesse region between 1590 and 1595 (based on watermark, Les Enluminures).",between 1590 and 1595?,1590-1595,Germany,No,No,Human anatomy;Medicine;,"Codices;Abridgements;Treatises;Manuscripts, Yiddish;Manuscripts, European;",http://openn.library.upenn.edu/Data/0001/ljs485/data/web/0049_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs485.html,http://openn.library.upenn.edu/Data/0001/ljs485/data/,http://hdl.library.upenn.edu/1017/d/medren/5809102,"Treatise on anatomy intended for medical students, abridged by Vesalius from his own larger work. This Yiddish translation is probably based on a pirated German translation published in Nuremberg in 1551 under the title Anatomia deudsch. Organized in the same 6 chapters as the original Latin epitome of Vesalius and the Anatomia deudsch, concerning bones and cartilage, ligaments and muscles, the digestive system, the heart, the brain, and the reproductive system.""           "
University of Pennsylvania Rare Book & Manuscript Library,Kitāb al-Ghāz fī al-lughah al-ʻArabīyah,LJS 486,Arabic,"Written in Egypt, dated A.H. 17 Rajab 720 (23 Aug. 1320; inscription on title page, f. 3r).",A.H. 720 (1320),1320,Egypt,No,No,"Riddles, Arabic;Arabic poetry;","Codices;Riddles (document genres);Manuscripts, Arabic;Manuscripts, Medieval;",http://openn.library.upenn.edu/Data/0001/ljs486/data/web/0077_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs486.html,http://openn.library.upenn.edu/Data/0001/ljs486/data/,http://hdl.library.upenn.edu/1017/d/medren/5809263,"Compilation of riddles drawn from early Islamic and pre-Islamic poetry, arranged in alphabetical order by their answers.""           "
University of Pennsylvania Rare Book & Manuscript Library,Treatises on astronomical instruments,LJS 487,Latin,"Written in eastern France in the 16th century, perhaps Franche-Comté or Lyonnais in the first half of the 16th century (based on script and watermarks).",15;Astronomical instruments;Sundials;Time measurements;,"Codices;Treatises;Tables (documents);Manuscripts, Latin;Manuscripts, Renaissance;",http://openn.library.upenn.edu/Data/0001/ljs487/data/web/0036_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs487.html,http://openn.library.upenn.edu/Data/0001/ljs487/data/,http://hdl.library.upenn.edu/1017/d/medren/5849010,"Anonymous treatise on constructing and using a horologium diei et noctis (combined sun dial and nocturnal), perhaps missing its first leaf, with 4 small tables (f. 4v, 6r, 6v, 8r). The uses include telling time of day and night, determining the times of sunrise and sunset and the precession of equinoxes and solstices, and measuring the height of stars. The first pages of an incomplete treatise on constructing a instrument for measuring angles called a baculus Jacob (called cross-staff or Jacob's staff in English, arbalestrille in French) follow.""           "
University of Pennsylvania Rare Book & Manuscript Library,Cose di geometria,LJS 488,Italian (Venetian dialect),"Written in Italy, probably in Venice, after 1494 (date of first edition of Pacioli's Summa and dates of watermarks).",after 1494,1494,Venice,No,No,Geometry;Architecture;,"Codices;Diagrams;Excerpts;Recipes;Treatises;Manuscripts, Italian;Manuscripts, Italian;Manuscripts, Renaissance;",http://openn.library.upenn.edu/Data/0001/ljs488/data/web/0019_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs488.html,http://openn.library.upenn.edu/Data/0001/ljs488/data/,http://hdl.library.upenn.edu/1017/d/medren/5849010,"Excerpts from the second part of Luca Pacioli's synthesis of mathematics, first printed in Venice in 1494, concerning geometry; and from the sixth and seventh books of Leon Battista Alberti's architectural treatise De re aedificatoria, concerning the architectural orders of columns and capitals (Doric, Ionic, Corinthian).""           "
University of Pennsylvania Rare Book & Manuscript Library,Nawaz letter with seal,LJS 489,Bactrian,None noted,None noted,,None noted,No,No,Bactrian language;,"Palimpsests;Seals (artifacts);Manuscripts, Digital;",http://openn.library.upenn.edu/Data/0001/ljs489/data/web/0004_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs489.html,http://openn.library.upenn.edu/Data/0001/ljs489/data/,http://hdl.library.upenn.edu/1017/d/medren/6008088,"Letter written on parchment in the 4th or 5th century in the northern Hindu Kush region (in modern Afghanistan). 10 lines of Bactrian language in Greek cursive script in which Nawaz instructs Ram-yol, the recipient, to give good treatment to a third individual named Siz-bur. The letter is a palimpsest, written over an earlier, illegible document, with lines of the earlier writing visible in the margins on the left and bottom edges (no margins on right and top edges); writing is also visible on the verso. A strip almost cut away along the bottom edge is threaded through a clay seal of a divine face surrounded by a sunburst.""           "
University of Pennsylvania Rare Book & Manuscript Library,Instrumenta feudorum castri Sone,LJS 48,Latin,Written in Verona in 1504.,1504-1530,1504-1530,Verona,No,Yes,,"Codices;Deeds;Illuminations;Notarial documents;Manuscripts, Latin;Manuscripts, Renaissance;",http://openn.library.upenn.edu/Data/0001/ljs48/data/web/0216_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs48.html,http://openn.library.upenn.edu/Data/0001/ljs48/data/,http://hdl.library.upenn.edu/1017/d/medren/4937760,"Notarial copies of decrees and grants relating to Giovanni Faella of Verona and his family, mostly written by imperial notary Francesco di Andrea Ruffo in 1504, with a long addition by imperial notary Alessandro di Nicolo Medico dated 1530.""           "
University of Pennsylvania Rare Book & Manuscript Library,Astronomical compendium,LJS 490,Latin;German,"Written in the Baden-Württemberg region of Germany, possibly Heidelberg, ca. 1450 (f. 4v).",ca. 1450,1450,Germany,No,No,Astrolabes;Astrology;Astronomy;,"Codices;Anthologies;Diagrams;Tables (documents);Treatises;Manuscripts, Latin;Manuscripts, German;Manuscripts, Renaissance;",http://openn.library.upenn.edu/Data/0001/ljs490/data/web/0260_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs490.html,http://openn.library.upenn.edu/Data/0001/ljs490/data/,http://hdl.library.upenn.edu/1017/d/medren/5185679,"Collection of astronomical and astrological texts. Includes tables of solar declination (f. 13r), fixed stars (f. 22r), elevation of the pole star in various cities (f. 26r), new and full moons (f. 83r-84v), sightings and transits or eclipses of Venus and Mercury (f. 87r), and the position of the sun in the ecliptic (f. 87v); treatises on instruments, such as the astrolabe (f. 17r-22r, 29r-33v, 43r-49r, 50r-50v), the sundial (f. 23r-25v), the quadrant (f. 27r-28v, 78v), the Jacob's staff (baculus, f. 45r-49r, 79r, 91r), and the chilinder or traveler's dial (f. 77r-78v); treatises on other scientific subjects, such as practical geometry (f. 41r-42v), determination of the date of Easter (computus, f. 64v-67v, 70v-75r, 89r-90v), and analysis of urine (f. 68r-70r); digressions on the work of Johannes Sacrobosco (f. 35r-39r); and excerpts from the Compilatio de astrorum scientia of Leopold of Austria (f. 80r-81v). Cities in the Baden-Württemberg region of Germany are mentioned frequently, along with major cities in Europe, especially Italy.""           "
University of Pennsylvania Rare Book & Manuscript Library,Perush sefer ha-yesodot shel Uklids,LJS 491,Hebrew,Probably written in a Sephardic community of Italy or of an island of the Venetian empire between 1650 and 1750 (likely date of watermark).,between 1650 and 1750?,1650-1750,Italy,No,No,Mathematics;,"Codices;Commentaries;Treatises;Manuscripts, Hebrew;Manuscripts, Hebrew;Manuscripts, European;",http://openn.library.upenn.edu/Data/0001/ljs491/data/web/0016_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs491.html,http://openn.library.upenn.edu/Data/0001/ljs491/data/,http://hdl.library.upenn.edu/1017/d/medren/5962660,"Treatise presenting mathematical propositions with commentary referring to Euclid and to Arabic scholars such as Abū Naṣr Manṣūr. European forms of arabic numerals appear in the text on one page (f. 36r). A former wrapper or divider, now bound in at the beginning (f. 1, 40), has a title in a later hand that suggests that this manuscript is the second part of a larger work, seconded by an Italian note in pencil, Discorso 2o (f. 1r).""           "
University of Pennsylvania Rare Book & Manuscript Library,Medical miscellany,LJS 492,Hebrew,Written in Spain in the mid-15th century.,between 1425 and 1475,1425-1475,Spain,No,No,"Medicine, Medieval;Urine;","Fragments;Manuscripts, Hebrew;Manuscripts, Medieval;Manuscripts, Renaissance;",http://openn.library.upenn.edu/Data/0001/ljs492/data/web/0134_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs492.html,http://openn.library.upenn.edu/Data/0001/ljs492/data/,http://hdl.library.upenn.edu/1017/d/medren/4762411,"Gathering from a medical miscellany in Hebrew, containing chapters 14 to 18, covering the diagnosis and treatment of fevers, headaches, and stomach ailments, with some focus on the testing of urine.""           "
University of Pennsylvania Rare Book & Manuscript Library,Manuscript leaf from Physics,LJS 493,Latin,None noted,None noted,,None noted,No,No,Physics;Physical sciences;,"Fragments;Manuscripts, Latin;Manuscripts, Medieval;",http://openn.library.upenn.edu/Data/0001/ljs493/data/web/0133_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs493.html,http://openn.library.upenn.edu/Data/0001/ljs493/data/,http://hdl.library.upenn.edu/1017/d/medren/4762524,"Parchment leaf, slightly trimmed on the inner vertical edge and used in a binding, from a manuscript of the Translatio vetus of the Physics of Aristotle, a translation from Greek to Latin by Jacobus de Venetiis. The manuscript was written in France in the third quarter of the 12th century, in an early Gothic book script, in 30 long lines. The text on the leaf runs from the end of Book 6 into the beginning of Book 7 (6.10-7.1) and concerns motion and the relationship of the moved and the mover, with a 3-line initial in red marking the beginning of Book 7 on the recto and simple line diagrams on both sides of the leaf. 2 notes of commentary in a smaller contemporary hand in the lower margins of the verso.""           "
University of Pennsylvania Rare Book & Manuscript Library,Marʼeh ha-ofanim ... etc.,LJS 494,Hebrew,Written in northern Italy in the second quarter of the 15th century (based on watermark information).,between 1425 and 1450,1425-1450,Italy,Yes,No,Astronomy;Cosmography;Jewish philosophy;,"Codices;Diagrams;Treatises;Manuscripts, Hebrew;Manuscripts, Renaissance;",http://openn.library.upenn.edu/Data/0001/ljs494/data/web/0034_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs494.html,http://openn.library.upenn.edu/Data/0001/ljs494/data/,http://hdl.library.upenn.edu/1017/d/medren/5963091,"Hebrew translation of a fundamental treatise on medieval astronomy and cosmology that describes and illustrates the Ptolemaic model of a spherical earth divided into climactic zones at the center of the concentric spheres of the universe. Followed by Ruaḥ ha-ḥen, a 13th-century philosophical work that was a popular introduction to science, here attributed to Yehudah ibn Tibon. It has also been attributed to Jacob ben Abba Mari ben Samson Anatoli and Zeraḥyah ha-Yeṿani. Occasional marginal notes. Final page contains Hebrew notes and pen trials by various hands (f. 22v).""           "
University of Pennsylvania Rare Book & Manuscript Library,Kharīdat al-ʻajāʼib wa farīḍat al-gharāʼib,LJS 495,Arabic,"Written in the western Mediterranean (on paper made in Spain no later than the middle of the 15th century), after the composition date of 1419 given in another manuscript of this text and during the time that this paper was manufactured.",between 1419 and 1450?,1419-1450,Spain,No,No,Cosmography;Chess;,"Facsimiles;World maps;Diagrams;Manuscripts, Arabic;Manuscripts, Renaissance;",http://openn.library.upenn.edu/Data/0001/ljs495/data/web/3132_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs495.html,http://openn.library.upenn.edu/Data/0001/ljs495/data/,http://hdl.library.upenn.edu/1017/d/medren/4650884,"Cosmography containing a compendium of place names, seas, and mountains; information on flora and fauna; and a brief explanation of the game of chess. The title translates into English as The pearl of wonders and the uniqueness of things strange. This text has also been attributed to the 14th-century author Zayn al-Dīn ʻUmar ibn al-Muẓaffar ibn al-Wardī, in which case it would have an earlier composition date.""           "
University of Pennsylvania Rare Book & Manuscript Library,Treatise on practical mathematical calculation,LJS 496,Italian,Written in Italy in the last quarter of the 15th century (Sotheby's).,between 1475 and 1499,1475-1499,Italy,No,No,Arithmetic;Mathematics;Banks and banking;Merchants;,"Codices;Treatises;Manuscripts, Italian;Manuscripts, Renaissance;",http://openn.library.upenn.edu/Data/0001/ljs496/data/web/0020_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs496.html,http://openn.library.upenn.edu/Data/0001/ljs496/data/,http://hdl.library.upenn.edu/1017/d/medren/5762648,"Beginning of a survey of practical applications of mathematics (abacho), algebra (alghorismo), and geometry (fighura) for commercial purposes such as banking or trade, in a larger format than most commercial mathematical manuscripts; missing leaves at end. Spaces left for initials ranging from 3 to 8 lines in height.""           "
University of Pennsylvania Rare Book & Manuscript Library,Canones vel operationes in operando quadrante,LJS 497,Latin,"Written in southern Italy, ca. 1502. The geographical location is supported by textual references to the island of Diomedes (now Isole Tremiti), in Puglia, the binding from an earlier southern Italian manuscript, and the watermark similar to one used in Naples later, but some tables in the text give astronomical information for the 45th latitude, which passes through northern Italy. Dates in the text are 1501 (f. 16v, 19v) and 1502 (f. 6r).",ca. 1502,1502,Italy,Yes,No,Astronomy;Quadrants (Astronomical instruments);,"Codices;Diagrams;Pen-and-wash drawings;Tables (documents);Treatises;Manuscripts, Latin;Manuscripts, Renaissance;",http://openn.library.upenn.edu/Data/0001/ljs497/data/web/0221_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs497.html,http://openn.library.upenn.edu/Data/0001/ljs497/data/,http://hdl.library.upenn.edu/1017/d/medren/4915187,"Illustrated treatise on the use of the astrolabe quadrant, including locating and predicting the positions of stars; computing the 12 houses of the horoscope; and measuring altitude, latitude, and time.""           "
University of Pennsylvania Rare Book & Manuscript Library,Tsurat ha-arets ... etc.,LJS 498,Hebrew,"Possibly written in Gratz, in the second half of the 16th century, after the first edition of Erasmus Reinhold's Theoricae novae planetarum Georgii Purbacchii Germani in 1542, some of which is copied alongside the Hebrew translation of Peurbach (f. 188r-196v), on paper with watermarks similar to those on paper produced in Gratz in the 1580s and 1590s (Les Enluminures).",ca. 1542-1599,1542-1599,Gratz,No,No,"Astronomy;Astronomy, Medieval;Jewish astronomy;Astrolabes;Geography, Medieval;","Codices;Annotations;Commentaries;Diagrams;Tables (documents);Treatises;Manuscripts, Hebrew;Manuscripts, Renaissance;",http://openn.library.upenn.edu/Data/0001/ljs498/data/web/0291_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs498.html,http://openn.library.upenn.edu/Data/0001/ljs498/data/,http://hdl.library.upenn.edu/1017/d/medren/5700150,"Collection of astronomical texts in Hebrew from source texts ranging from the 11th to the 16th centuries. Subjects include geography, the Ptolemaic model of the universe, solar and lunar eclipses, and the astrolabe. Frequent marginal notes and glosses, some from copied from known commentaries to these works.""           "
